Provinsi,KabKot,Jenis Kelamin,Tingkat Pendidikan,Jumlah Penduduk,Latitude,Longitude
Sumatera Utara,Labuhan Batu Utara,Jumlah Perempuan,Tamat SLTA,22121,2.42728,99.7271
Sumatera Utara,Labuhan Batu Utara,Jumlah Perempuan,Tamat PT,3887,2.42728,99.7271
Sumatera Utara,Nias Utara,Jumlah Perempuan,Tidak/Belum Tamat SD,6842,1.30584,97.3029
Sumatera Utara,Nias Utara,Jumlah Perempuan,Tamat SD,10540,1.30584,97.3029
Sumatera Utara,Nias Utara,Jumlah Perempuan,Tamat SLTP,5163,1.30584,97.3029
Sumatera Utara,Nias Utara,Jumlah Perempuan,Tamat SLTA,2891,1.30584,97.3029
Sumatera Utara,Nias Utara,Jumlah Perempuan,Tamat PT,592,1.30584,97.3029
Sumatera Utara,Nias Barat,Jumlah Perempuan,Tidak/Belum Tamat SD,3064,1.01902,97.5242
Sumatera Utara,Nias Barat,Jumlah Perempuan,Tamat SD,5092,1.01902,97.5242
Sumatera Utara,Nias Barat,Jumlah Perempuan,Tamat SLTP,3774,1.01902,97.5242
Sumatera Utara,Nias Barat,Jumlah Perempuan,Tamat SLTA,2261,1.01902,97.5242
Sumatera Utara,Nias Barat,Jumlah Perempuan,Tamat PT,571,1.01902,97.5242
Sumatera Utara,Kota Sibolga,Jumlah Perempuan,Tidak/Belum Tamat SD,1319,1.72715,98.7986
Sumatera Utara,Kota Sibolga,Jumlah Perempuan,Tamat SD,6110,1.72715,98.7986
Sumatera Utara,Kota Sibolga,Jumlah Perempuan,Tamat SLTP,7181,1.72715,98.7986
Sumatera Utara,Kota Sibolga,Jumlah Perempuan,Tamat SLTA,10912,1.72715,98.7986
Sumatera Utara,Kota Sibolga,Jumlah Perempuan,Tamat PT,2396,1.72715,98.7986
Sumatera Utara,Kota Tanjung Balai,Jumlah Perempuan,Tidak/Belum Tamat SD,3047,2.94164,99.7784
Sumatera Utara,Kota Tanjung Balai,Jumlah Perempuan,Tamat SD,15102,2.94164,99.7784
Sumatera Utara,Kota Tanjung Balai,Jumlah Perempuan,Tamat SLTP,12146,2.94164,99.7784
Sumatera Utara,Kota Tanjung Balai,Jumlah Perempuan,Tamat SLTA,15552,2.94164,99.7784
Sumatera Utara,Kota Tanjung Balai,Jumlah Perempuan,Tamat PT,3831,2.94164,99.7784
Sumatera Utara,Kota Pematang Siantar,Jumlah Perempuan,Tidak/Belum Tamat SD,2548,2.9676,99.0514
Sumatera Utara,Kota Pematang Siantar,Jumlah Perempuan,Tamat SD,13080,2.9676,99.0514
Sumatera Utara,Kota Pematang Siantar,Jumlah Perempuan,Tamat SLTP,20173,2.9676,99.0514
Sumatera Utara,Kota Pematang Siantar,Jumlah Perempuan,Tamat SLTA,39423,2.9676,99.0514
Sumatera Utara,Kota Pematang Siantar,Jumlah Perempuan,Tamat PT,10402,2.9676,99.0514
Sumatera Utara,Kota Tebing Tinggi,Jumlah Perempuan,Tidak/Belum Tamat SD,1948,3.33108,99.1414
Sumatera Utara,Kota Tebing Tinggi,Jumlah Perempuan,Tamat SD,12292,3.33108,99.1414
Sumatera Utara,Kota Tebing Tinggi,Jumlah Perempuan,Tamat SLTP,12734,3.33108,99.1414
Sumatera Utara,Kota Tebing Tinggi,Jumlah Perempuan,Tamat SLTA,20089,3.33108,99.1414
Sumatera Utara,Kota Tebing Tinggi,Jumlah Perempuan,Tamat PT,4613,3.33108,99.1414
Sumatera Utara,Kota Medan,Jumlah Perempuan,Tidak/Belum Tamat SD,18987,3.6686,98.6712
Sumatera Utara,Kota Medan,Jumlah Perempuan,Tamat SD,116950,3.6686,98.6712
Sumatera Utara,Kota Medan,Jumlah Perempuan,Tamat SLTP,169672,3.6686,98.6712
Sumatera Utara,Kota Medan,Jumlah Perempuan,Tamat SLTA,368992,3.6686,98.6712
Sumatera Utara,Kota Medan,Jumlah Perempuan,Tamat PT,101438,3.6686,98.6712
Sumatera Utara,Kota Binjai,Jumlah Perempuan,Tidak/Belum Tamat SD,3266,3.61904,98.4846
Sumatera Utara,Kota Binjai,Jumlah Perempuan,Tamat SD,19660,3.61904,98.4846
Sumatera Utara,Kota Binjai,Jumlah Perempuan,Tamat SLTP,20765,3.61904,98.4846
Sumatera Utara,Kota Binjai,Jumlah Perempuan,Tamat SLTA,35736,3.61904,98.4846
Sumatera Utara,Kota Binjai,Jumlah Perempuan,Tamat PT,8334,3.61904,98.4846
Sumatera Utara,Kota Padangsidimpuan,Jumlah Perempuan,Tidak/Belum Tamat SD,2846,1.30299,99.2289
Sumatera Utara,Kota Padangsidimpuan,Jumlah Perempuan,Tamat SD,14051,1.30299,99.2289
Sumatera Utara,Kota Padangsidimpuan,Jumlah Perempuan,Tamat SLTP,15499,1.30299,99.2289
Sumatera Utara,Kota Padangsidimpuan,Jumlah Perempuan,Tamat SLTA,26635,1.30299,99.2289
Sumatera Utara,Kota Padangsidimpuan,Jumlah Perempuan,Tamat PT,7546,1.30299,99.2289
Sumatera Utara,Kota Gunungsitoli,Jumlah Perempuan,Tidak/Belum Tamat SD,4911,1.26105,97.5949
Sumatera Utara,Kota Gunungsitoli,Jumlah Perempuan,Tamat SD,9054,1.26105,97.5949
Sumatera Utara,Kota Gunungsitoli,Jumlah Perempuan,Tamat SLTP,7659,1.26105,97.5949
Sumatera Utara,Kota Gunungsitoli,Jumlah Perempuan,Tamat SLTA,8659,1.26105,97.5949
Sumatera Utara,Kota Gunungsitoli,Jumlah Perempuan,Tamat PT,3163,1.26105,97.5949
Sumatera Barat,Kepulauan Mentawai,Jumlah Perempuan,Tidak/Belum Tamat SD,5480,-1.34643,98.9409
Sumatera Barat,Kepulauan Mentawai,Jumlah Perempuan,Tamat SD,7160,-1.34643,98.9409
Sumatera Barat,Kepulauan Mentawai,Jumlah Perempuan,Tamat SLTP,3013,-1.34643,98.9409
Sumatera Barat,Kepulauan Mentawai,Jumlah Perempuan,Tamat SLTA,2476,-1.34643,98.9409
Sumatera Barat,Kepulauan Mentawai,Jumlah Perempuan,Tamat PT,923,-1.34643,98.9409
Sumatera Barat,Pesisir Selatan,Jumlah Perempuan,Tidak/Belum Tamat SD,19797,-1.74602,100.844
Sumatera Barat,Pesisir Selatan,Jumlah Perempuan,Tamat SD,43192,-1.74602,100.844
Sumatera Barat,Pesisir Selatan,Jumlah Perempuan,Tamat SLTP,33829,-1.74602,100.844
Sumatera Barat,Pesisir Selatan,Jumlah Perempuan,Tamat SLTA,33188,-1.74602,100.844
Sumatera Barat,Pesisir Selatan,Jumlah Perempuan,Tamat PT,8586,-1.74602,100.844
Sumatera Barat,Solok,Jumlah Perempuan,Tidak/Belum Tamat SD,20753,-0.933584,100.83
Sumatera Barat,Solok,Jumlah Perempuan,Tamat SD,39124,-0.933584,100.83
Sumatera Barat,Solok,Jumlah Perempuan,Tamat SLTP,25405,-0.933584,100.83
Sumatera Barat,Solok,Jumlah Perempuan,Tamat SLTA,21516,-0.933584,100.83
Sumatera Barat,Solok,Jumlah Perempuan,Tamat PT,7962,-0.933584,100.83
Sumatera Barat,Sijunjung,Jumlah Perempuan,Tidak/Belum Tamat SD,11834,-0.650064,101.147
Sumatera Barat,Sijunjung,Jumlah Perempuan,Tamat SD,20819,-0.650064,101.147
Sumatera Barat,Sijunjung,Jumlah Perempuan,Tamat SLTP,13577,-0.650064,101.147
Sumatera Barat,Sijunjung,Jumlah Perempuan,Tamat SLTA,11572,-0.650064,101.147
Sumatera Barat,Sijunjung,Jumlah Perempuan,Tamat PT,4832,-0.650064,101.147
Sumatera Barat,Tanah Datar,Jumlah Perempuan,Tidak/Belum Tamat SD,17546,-0.470079,100.582
Sumatera Barat,Tanah Datar,Jumlah Perempuan,Tamat SD,35908,-0.470079,100.582
Sumatera Barat,Tanah Datar,Jumlah Perempuan,Tamat SLTP,27903,-0.470079,100.582
Sumatera Barat,Tanah Datar,Jumlah Perempuan,Tamat SLTA,28927,-0.470079,100.582
Sumatera Barat,Tanah Datar,Jumlah Perempuan,Tamat PT,9712,-0.470079,100.582
Sumatera Barat,Padang Pariaman,Jumlah Perempuan,Tidak/Belum Tamat SD,20387,-0.59275,100.257
Sumatera Barat,Padang Pariaman,Jumlah Perempuan,Tamat SD,41068,-0.59275,100.257
Sumatera Barat,Padang Pariaman,Jumlah Perempuan,Tamat SLTP,28095,-0.59275,100.257
Sumatera Barat,Padang Pariaman,Jumlah Perempuan,Tamat SLTA,26685,-0.59275,100.257
Sumatera Barat,Padang Pariaman,Jumlah Perempuan,Tamat PT,7853,-0.59275,100.257
Sumatera Barat,Agam,Jumlah Perempuan,Tidak/Belum Tamat SD,20148,-0.266132,100.15
Sumatera Barat,Agam,Jumlah Perempuan,Tamat SD,48865,-0.266132,100.15
Sumatera Barat,Agam,Jumlah Perempuan,Tamat SLTP,35097,-0.266132,100.15
Sumatera Barat,Agam,Jumlah Perempuan,Tamat SLTA,38859,-0.266132,100.15
Sumatera Barat,Agam,Jumlah Perempuan,Tamat PT,14362,-0.266132,100.15
Sumatera Barat,Lima Puluh Kota,Jumlah Perempuan,Tidak/Belum Tamat SD,20174,-0.000848,100.563
Sumatera Barat,Lima Puluh Kota,Jumlah Perempuan,Tamat SD,39598,-0.000848,100.563
Sumatera Barat,Lima Puluh Kota,Jumlah Perempuan,Tamat SLTP,27578,-0.000848,100.563
Sumatera Barat,Lima Puluh Kota,Jumlah Perempuan,Tamat SLTA,23613,-0.000848,100.563
Sumatera Barat,Lima Puluh Kota,Jumlah Perempuan,Tamat PT,7913,-0.000848,100.563
Sumatera Barat,Pasaman,Jumlah Perempuan,Tidak/Belum Tamat SD,12686,0.39956,100.083
Sumatera Barat,Pasaman,Jumlah Perempuan,Tamat SD,31430,0.39956,100.083
Sumatera Barat,Pasaman,Jumlah Perempuan,Tamat SLTP,18346,0.39956,100.083
Sumatera Barat,Pasaman,Jumlah Perempuan,Tamat SLTA,12927,0.39956,100.083
Sumatera Barat,Pasaman,Jumlah Perempuan,Tamat PT,5190,0.39956,100.083
Sumatera Barat,Solok Selatan,Jumlah Perempuan,Tidak/Belum Tamat SD,6645,-1.35893,101.276
Sumatera Barat,Solok Selatan,Jumlah Perempuan,Tamat SD,15628,-1.35893,101.276
Sumatera Barat,Solok Selatan,Jumlah Perempuan,Tamat SLTP,10938,-1.35893,101.276
Sumatera Barat,Solok Selatan,Jumlah Perempuan,Tamat SLTA,9145,-1.35893,101.276
Sumatera Barat,Solok Selatan,Jumlah Perempuan,Tamat PT,3518,-1.35893,101.276
Sumatera Barat,Dharmas Raya,Jumlah Perempuan,Tidak/Belum Tamat SD,6971,-1.00085,101.342
Sumatera Barat,Dharmas Raya,Jumlah Perempuan,Tamat SD,21511,-1.00085,101.342
Sumatera Barat,Dharmas Raya,Jumlah Perempuan,Tamat SLTP,15073,-1.00085,101.342
Sumatera Barat,Dharmas Raya,Jumlah Perempuan,Tamat SLTA,11946,-1.00085,101.342
Sumatera Barat,Dharmas Raya,Jumlah Perempuan,Tamat PT,4317,-1.00085,101.342
Sumatera Barat,Pasaman Barat,Jumlah Perempuan,Tidak/Belum Tamat SD,14036,0.186779,99.5962
Sumatera Barat,Pasaman Barat,Jumlah Perempuan,Tamat SD,40265,0.186779,99.5962
Sumatera Barat,Pasaman Barat,Jumlah Perempuan,Tamat SLTP,28317,0.186779,99.5962
Sumatera Barat,Pasaman Barat,Jumlah Perempuan,Tamat SLTA,21818,0.186779,99.5962
Sumatera Barat,Pasaman Barat,Jumlah Perempuan,Tamat PT,7206,0.186779,99.5962
Sumatera Barat,Kota Padang,Jumlah Perempuan,Tidak/Belum Tamat SD,11012,-1.00273,100.451
Sumatera Barat,Kota Padang,Jumlah Perempuan,Tamat SD,44137,-1.00273,100.451
Sumatera Barat,Kota Padang,Jumlah Perempuan,Tamat SLTP,55382,-1.00273,100.451
Sumatera Barat,Kota Padang,Jumlah Perempuan,Tamat SLTA,144174,-1.00273,100.451
Sumatera Barat,Kota Padang,Jumlah Perempuan,Tamat PT,47868,-1.00273,100.451
Sumatera Barat,Kota Solok,Jumlah Perempuan,Tidak/Belum Tamat SD,1410,-0.759189,100.599
Sumatera Barat,Kota Solok,Jumlah Perempuan,Tamat SD,3240,-0.759189,100.599
Sumatera Barat,Kota Solok,Jumlah Perempuan,Tamat SLTP,4759,-0.759189,100.599
Sumatera Barat,Kota Solok,Jumlah Perempuan,Tamat SLTA,7544,-0.759189,100.599
Sumatera Barat,Kota Solok,Jumlah Perempuan,Tamat PT,3666,-0.759189,100.599
Sumatera Barat,Kota Sawah Lunto,Jumlah Perempuan,Tidak/Belum Tamat SD,2467,-0.677574,100.788
Sumatera Barat,Kota Sawah Lunto,Jumlah Perempuan,Tamat SD,4965,-0.677574,100.788
Sumatera Barat,Kota Sawah Lunto,Jumlah Perempuan,Tamat SLTP,4305,-0.677574,100.788
Sumatera Barat,Kota Sawah Lunto,Jumlah Perempuan,Tamat SLTA,5521,-0.677574,100.788
Sumatera Barat,Kota Sawah Lunto,Jumlah Perempuan,Tamat PT,2662,-0.677574,100.788
Sumatera Barat,Kota Padang Panjang,Jumlah Perempuan,Tidak/Belum Tamat SD,986,-0.453913,100.423
Sumatera Barat,Kota Padang Panjang,Jumlah Perempuan,Tamat SD,2125,-0.453913,100.423
Sumatera Barat,Kota Padang Panjang,Jumlah Perempuan,Tamat SLTP,3767,-0.453913,100.423
Sumatera Barat,Kota Padang Panjang,Jumlah Perempuan,Tamat SLTA,6029,-0.453913,100.423
Sumatera Barat,Kota Padang Panjang,Jumlah Perempuan,Tamat PT,3298,-0.453913,100.423
Sumatera Barat,Kota Bukittinggi,Jumlah Perempuan,Tidak/Belum Tamat SD,1582,-0.271348,100.372
Sumatera Barat,Kota Bukittinggi,Jumlah Perempuan,Tamat SD,6146,-0.271348,100.372
Sumatera Barat,Kota Bukittinggi,Jumlah Perempuan,Tamat SLTP,8413,-0.271348,100.372
Sumatera Barat,Kota Bukittinggi,Jumlah Perempuan,Tamat SLTA,17958,-0.271348,100.372
Sumatera Barat,Kota Bukittinggi,Jumlah Perempuan,Tamat PT,7249,-0.271348,100.372
Sumatera Barat,Kota Payakumbuh,Jumlah Perempuan,Tidak/Belum Tamat SD,3302,-0.239505,100.641
Sumatera Barat,Kota Payakumbuh,Jumlah Perempuan,Tamat SD,8449,-0.239505,100.641
Sumatera Barat,Kota Payakumbuh,Jumlah Perempuan,Tamat SLTP,9111,-0.239505,100.641
Sumatera Barat,Kota Payakumbuh,Jumlah Perempuan,Tamat SLTA,14004,-0.239505,100.641
Sumatera Barat,Kota Payakumbuh,Jumlah Perempuan,Tamat PT,5750,-0.239505,100.641
Sumatera Barat,Kota Pariaman,Jumlah Perempuan,Tidak/Belum Tamat SD,2614,-0.626203,100.145
Sumatera Barat,Kota Pariaman,Jumlah Perempuan,Tamat SD,5875,-0.626203,100.145
Sumatera Barat,Kota Pariaman,Jumlah Perempuan,Tamat SLTP,6199,-0.626203,100.145
Sumatera Barat,Kota Pariaman,Jumlah Perempuan,Tamat SLTA,8627,-0.626203,100.145
Sumatera Barat,Kota Pariaman,Jumlah Perempuan,Tamat PT,4264,-0.626203,100.145
Riau,Kuantan Singingi,Jumlah Perempuan,Tidak/Belum Tamat SD,9615,-0.491978,101.47
Riau,Kuantan Singingi,Jumlah Perempuan,Tamat SD,34906,-0.491978,101.47
Riau,Kuantan Singingi,Jumlah Perempuan,Tamat SLTP,22865,-0.491978,101.47
Riau,Kuantan Singingi,Jumlah Perempuan,Tamat SLTA,19294,-0.491978,101.47
Riau,Kuantan Singingi,Jumlah Perempuan,Tamat PT,6297,-0.491978,101.47
Riau,Indragiri Hulu,Jumlah Perempuan,Tidak/Belum Tamat SD,11581,-0.522681,102.243
Riau,Indragiri Hulu,Jumlah Perempuan,Tamat SD,43231,-0.522681,102.243
Riau,Indragiri Hulu,Jumlah Perempuan,Tamat SLTP,26629,-0.522681,102.243
Riau,Indragiri Hulu,Jumlah Perempuan,Tamat SLTA,23507,-0.522681,102.243
Riau,Indragiri Hulu,Jumlah Perempuan,Tamat PT,6526,-0.522681,102.243
Riau,Indragiri Hilir,Jumlah Perempuan,Tidak/Belum Tamat SD,24047,-0.287854,103.183
Riau,Indragiri Hilir,Jumlah Perempuan,Tamat SD,101635,-0.287854,103.183
Riau,Indragiri Hilir,Jumlah Perempuan,Tamat SLTP,44573,-0.287854,103.183
Riau,Indragiri Hilir,Jumlah Perempuan,Tamat SLTA,30113,-0.287854,103.183
Riau,Indragiri Hilir,Jumlah Perempuan,Tamat PT,7668,-0.287854,103.183
Riau,Pelalawan,Jumlah Perempuan,Tidak/Belum Tamat SD,8688,0.124485,102.427
Riau,Pelalawan,Jumlah Perempuan,Tamat SD,32161,0.124485,102.427
Riau,Pelalawan,Jumlah Perempuan,Tamat SLTP,20554,0.124485,102.427
Riau,Pelalawan,Jumlah Perempuan,Tamat SLTA,19788,0.124485,102.427
Riau,Pelalawan,Jumlah Perempuan,Tamat PT,5798,0.124485,102.427
Riau,Siak,Jumlah Perempuan,Tidak/Belum Tamat SD,6939,0.761717,101.846
Riau,Siak,Jumlah Perempuan,Tamat SD,34444,0.761717,101.846
Riau,Siak,Jumlah Perempuan,Tamat SLTP,30056,0.761717,101.846
Riau,Siak,Jumlah Perempuan,Tamat SLTA,32186,0.761717,101.846
Riau,Siak,Jumlah Perempuan,Tamat PT,7697,0.761717,101.846
Riau,Kampar,Jumlah Perempuan,Tidak/Belum Tamat SD,13078,0.27116,101.089
Riau,Kampar,Jumlah Perempuan,Tamat SD,72909,0.27116,101.089
Riau,Kampar,Jumlah Perempuan,Tamat SLTP,58888,0.27116,101.089
Riau,Kampar,Jumlah Perempuan,Tamat SLTA,54879,0.27116,101.089
Riau,Kampar,Jumlah Perempuan,Tamat PT,14358,0.27116,101.089
Riau,Rokan Hulu,Jumlah Perempuan,Tidak/Belum Tamat SD,13927,0.821098,100.506
Riau,Rokan Hulu,Jumlah Perempuan,Tamat SD,58036,0.821098,100.506
Riau,Rokan Hulu,Jumlah Perempuan,Tamat SLTP,36126,0.821098,100.506
Riau,Rokan Hulu,Jumlah Perempuan,Tamat SLTA,26573,0.821098,100.506
Riau,Rokan Hulu,Jumlah Perempuan,Tamat PT,6578,0.821098,100.506
Riau,Bengkalis,Jumlah Perempuan,Tidak/Belum Tamat SD,9849,1.24641,101.523
Riau,Bengkalis,Jumlah Perempuan,Tamat SD,49463,1.24641,101.523
Riau,Bengkalis,Jumlah Perempuan,Tamat SLTP,35884,1.24641,101.523
Riau,Bengkalis,Jumlah Perempuan,Tamat SLTA,44915,1.24641,101.523
Riau,Bengkalis,Jumlah Perempuan,Tamat PT,12207,1.24641,101.523
Riau,Rokan Hilir,Jumlah Perempuan,Tidak/Belum Tamat SD,12599,1.86948,100.838
Riau,Rokan Hilir,Jumlah Perempuan,Tamat SD,70744,1.86948,100.838
Riau,Rokan Hilir,Jumlah Perempuan,Tamat SLTP,43722,1.86948,100.838
Riau,Rokan Hilir,Jumlah Perempuan,Tamat SLTA,31675,1.86948,100.838
Riau,Rokan Hilir,Jumlah Perempuan,Tamat PT,6698,1.86948,100.838
Riau,Kepulauan Meranti,Jumlah Perempuan,Tidak/Belum Tamat SD,5552,0.907379,102.726
Riau,Kepulauan Meranti,Jumlah Perempuan,Tamat SD,22970,0.907379,102.726
Riau,Kepulauan Meranti,Jumlah Perempuan,Tamat SLTP,10660,0.907379,102.726
Riau,Kepulauan Meranti,Jumlah Perempuan,Tamat SLTA,9770,0.907379,102.726
Riau,Kepulauan Meranti,Jumlah Perempuan,Tamat PT,2607,0.907379,102.726
Riau,Kota Pekanbaru,Jumlah Perempuan,Tidak/Belum Tamat SD,9976,0.557415,101.462
Riau,Kota Pekanbaru,Jumlah Perempuan,Tamat SD,42348,0.557415,101.462
Riau,Kota Pekanbaru,Jumlah Perempuan,Tamat SLTP,64802,0.557415,101.462
Riau,Kota Pekanbaru,Jumlah Perempuan,Tamat SLTA,147204,0.557415,101.462
Riau,Kota Pekanbaru,Jumlah Perempuan,Tamat PT,48116,0.557415,101.462
Riau,Kota Dumai,Jumlah Perempuan,Tidak/Belum Tamat SD,5007,1.74798,101.264
Riau,Kota Dumai,Jumlah Perempuan,Tamat SD,20698,1.74798,101.264
Riau,Kota Dumai,Jumlah Perempuan,Tamat SLTP,19127,1.74798,101.264
Riau,Kota Dumai,Jumlah Perempuan,Tamat SLTA,27283,1.74798,101.264
Riau,Kota Dumai,Jumlah Perempuan,Tamat PT,7490,1.74798,101.264
Jambi,Kerinci,Jumlah Perempuan,Tidak/Belum Tamat SD,11258,-2.06012,101.478
Jambi,Kerinci,Jumlah Perempuan,Tamat SD,24577,-2.06012,101.478
Jambi,Kerinci,Jumlah Perempuan,Tamat SLTP,18296,-2.06012,101.478
Jambi,Kerinci,Jumlah Perempuan,Tamat SLTA,15776,-2.06012,101.478
Jambi,Kerinci,Jumlah Perempuan,Tamat PT,4538,-2.06012,101.478
Jambi,Merangin,Jumlah Perempuan,Tidak/Belum Tamat SD,11178,-2.20381,102.056
Jambi,Merangin,Jumlah Perempuan,Tamat SD,44857,-2.20381,102.056
Jambi,Merangin,Jumlah Perempuan,Tamat SLTP,22081,-2.20381,102.056
Jambi,Merangin,Jumlah Perempuan,Tamat SLTA,16587,-2.20381,102.056
Jambi,Merangin,Jumlah Perempuan,Tamat PT,5081,-2.20381,102.056
Jambi,Sarolangun,Jumlah Perempuan,Tidak/Belum Tamat SD,8835,-2.33009,102.649
Jambi,Sarolangun,Jumlah Perempuan,Tamat SD,31611,-2.33009,102.649
Jambi,Sarolangun,Jumlah Perempuan,Tamat SLTP,16073,-2.33009,102.649
Jambi,Sarolangun,Jumlah Perempuan,Tamat SLTA,11991,-2.33009,102.649
Jambi,Sarolangun,Jumlah Perempuan,Tamat PT,4219,-2.33009,102.649
Jambi,Batang Hari,Jumlah Perempuan,Tidak/Belum Tamat SD,9364,-1.85729,103.015
Jambi,Batang Hari,Jumlah Perempuan,Tamat SD,28281,-1.85729,103.015
Jambi,Batang Hari,Jumlah Perempuan,Tamat SLTP,16586,-1.85729,103.015
Jambi,Batang Hari,Jumlah Perempuan,Tamat SLTA,13112,-1.85729,103.015
Jambi,Batang Hari,Jumlah Perempuan,Tamat PT,4402,-1.85729,103.015
Jambi,Muaro Jambi,Jumlah Perempuan,Tidak/Belum Tamat SD,10020,-1.64549,103.746
Jambi,Muaro Jambi,Jumlah Perempuan,Tamat SD,41934,-1.64549,103.746
Jambi,Muaro Jambi,Jumlah Perempuan,Tamat SLTP,26563,-1.64549,103.746
Jambi,Muaro Jambi,Jumlah Perempuan,Tamat SLTA,21937,-1.64549,103.746
Jambi,Muaro Jambi,Jumlah Perempuan,Tamat PT,4615,-1.64549,103.746
Jambi,Tanjung Jabung Timur,Jumlah Perempuan,Tidak/Belum Tamat SD,10504,-1.30035,103.98
Jambi,Tanjung Jabung Timur,Jumlah Perempuan,Tamat SD,28135,-1.30035,103.98
Jambi,Tanjung Jabung Timur,Jumlah Perempuan,Tamat SLTP,12498,-1.30035,103.98
Jambi,Tanjung Jabung Timur,Jumlah Perempuan,Tamat SLTA,7096,-1.30035,103.98
Jambi,Tanjung Jabung Timur,Jumlah Perempuan,Tamat PT,2332,-1.30035,103.98
Jambi,Tanjung Jabung Barat,Jumlah Perempuan,Tidak/Belum Tamat SD,11644,-1.12062,103.142
Jambi,Tanjung Jabung Barat,Jumlah Perempuan,Tamat SD,34982,-1.12062,103.142
Jambi,Tanjung Jabung Barat,Jumlah Perempuan,Tamat SLTP,19908,-1.12062,103.142
Jambi,Tanjung Jabung Barat,Jumlah Perempuan,Tamat SLTA,14294,-1.12062,103.142
Jambi,Tanjung Jabung Barat,Jumlah Perempuan,Tamat PT,3604,-1.12062,103.142
Jambi,Tebo,Jumlah Perempuan,Tidak/Belum Tamat SD,11416,-1.39386,102.317
Jambi,Tebo,Jumlah Perempuan,Tamat SD,40658,-1.39386,102.317
Jambi,Tebo,Jumlah Perempuan,Tamat SLTP,21569,-1.39386,102.317
Jambi,Tebo,Jumlah Perempuan,Tamat SLTA,13323,-1.39386,102.317
Jambi,Tebo,Jumlah Perempuan,Tamat PT,3751,-1.39386,102.317
Jambi,Bungo,Jumlah Perempuan,Tidak/Belum Tamat SD,10872,-1.50943,101.958
Jambi,Bungo,Jumlah Perempuan,Tamat SD,36209,-1.50943,101.958
Jambi,Bungo,Jumlah Perempuan,Tamat SLTP,21825,-1.50943,101.958
Jambi,Bungo,Jumlah Perempuan,Tamat SLTA,18401,-1.50943,101.958
Jambi,Bungo,Jumlah Perempuan,Tamat PT,5575,-1.50943,101.958
Jambi,Kota Jambi,Jumlah Perempuan,Tidak/Belum Tamat SD,8893,-1.62225,103.641
Jambi,Kota Jambi,Jumlah Perempuan,Tamat SD,35987,-1.62225,103.641
Jambi,Kota Jambi,Jumlah Perempuan,Tamat SLTP,40243,-1.62225,103.641
Jambi,Kota Jambi,Jumlah Perempuan,Tamat SLTA,77806,-1.62225,103.641
Jambi,Kota Jambi,Jumlah Perempuan,Tamat PT,25149,-1.62225,103.641
Jambi,Kota Sungai Penuh,Jumlah Perempuan,Tidak/Belum Tamat SD,2591,-2.09008,101.339
Jambi,Kota Sungai Penuh,Jumlah Perempuan,Tamat SD,6065,-2.09008,101.339
Jambi,Kota Sungai Penuh,Jumlah Perempuan,Tamat SLTP,6299,-2.09008,101.339
Jambi,Kota Sungai Penuh,Jumlah Perempuan,Tamat SLTA,9442,-2.09008,101.339
Jambi,Kota Sungai Penuh,Jumlah Perempuan,Tamat PT,3491,-2.09008,101.339
Sumatera Selatan,Ogan Komering Ulu,Jumlah Perempuan,Tidak/Belum Tamat SD,9917,-4.01787,104.146
Sumatera Selatan,Ogan Komering Ulu,Jumlah Perempuan,Tamat SD,40001,-4.01787,104.146
Sumatera Selatan,Ogan Komering Ulu,Jumlah Perempuan,Tamat SLTP,23682,-4.01787,104.146
Sumatera Selatan,Ogan Komering Ulu,Jumlah Perempuan,Tamat SLTA,26029,-4.01787,104.146
Sumatera Selatan,Ogan Komering Ulu,Jumlah Perempuan,Tamat PT,6750,-4.01787,104.146
Sumatera Selatan,Ogan Komering Ilir,Jumlah Perempuan,Tidak/Belum Tamat SD,33765,-3.32657,105.198
Sumatera Selatan,Ogan Komering Ilir,Jumlah Perempuan,Tamat SD,115929,-3.32657,105.198
Sumatera Selatan,Ogan Komering Ilir,Jumlah Perempuan,Tamat SLTP,46558,-3.32657,105.198
Sumatera Selatan,Ogan Komering Ilir,Jumlah Perempuan,Tamat SLTA,27117,-3.32657,105.198
Sumatera Selatan,Ogan Komering Ilir,Jumlah Perempuan,Tamat PT,6086,-3.32657,105.198
Sumatera Selatan,Muara Enim,Jumlah Perempuan,Tidak/Belum Tamat SD,32781,-3.71069,104.044
Sumatera Selatan,Muara Enim,Jumlah Perempuan,Tamat SD,99962,-3.71069,104.044
Sumatera Selatan,Muara Enim,Jumlah Perempuan,Tamat SLTP,44061,-3.71069,104.044
Sumatera Selatan,Muara Enim,Jumlah Perempuan,Tamat SLTA,40056,-3.71069,104.044
Sumatera Selatan,Muara Enim,Jumlah Perempuan,Tamat PT,9594,-3.71069,104.044
Sumatera Selatan,Lahat,Jumlah Perempuan,Tidak/Belum Tamat SD,12857,-3.8887,103.196
Sumatera Selatan,Lahat,Jumlah Perempuan,Tamat SD,42558,-3.8887,103.196
Sumatera Selatan,Lahat,Jumlah Perempuan,Tamat SLTP,27100,-3.8887,103.196
Sumatera Selatan,Lahat,Jumlah Perempuan,Tamat SLTA,30047,-3.8887,103.196
Sumatera Selatan,Lahat,Jumlah Perempuan,Tamat PT,7265,-3.8887,103.196
Sumatera Selatan,Musi Rawas,Jumlah Perempuan,Tidak/Belum Tamat SD,24345,-2.95853,102.861
